state,year,county,to_wgwto,to_wswto,to_wtotl,to_cutotpartial
AZ,2015,Apache County,29.77,1.83,31.6,20.35
AZ,2015,Cochise County,240.85,0,240.85,178.17
AZ,2015,Coconino County,18.29,20.68,38.97,19.29
AZ,2015,Gila County,25.08,1.1,26.18,2.78
AZ,2015,Graham County,113.76,76.79,190.55,146.82
AZ,2015,Greenlee County,13.25,4.62,17.87,7.52
AZ,2015,La Paz County,80.71,535.88,616.59,490.36
AZ,2015,Maricopa County,1186.7,871.49,2058.19,1094.25
AZ,2015,Mohave County,102.28,62.37,164.65,95.17
AZ,2015,Navajo County,37.65,13.72,51.37,20.38
AZ,2015,Pima County,268.02,32.03,300.05,83.78
AZ,2015,Pinal County,435.18,585.43,1020.61,752.12
AZ,2015,Santa Cruz County,13.22,0,13.22,5.63
AZ,2015,Yavapai County,68.54,18.65,87.19,25.23
AZ,2015,Yuma County,125.71,995.74,1121.45,865.47
AZ,2010,Apache County,41.94,7.02,48.96,119.75
AZ,2010,Cochise County,238.37,0.03,238.4,119.75
AZ,2010,Coconino County,21.51,30.67,52.18,119.75
AZ,2010,Gila County,34.24,0.45,34.69,119.75
AZ,2010,Graham County,95.78,80.43,176.21,119.75
AZ,2010,Greenlee County,12.93,12.96,25.89,119.75
AZ,2010,La Paz County,55.78,613.06,668.84,119.75
AZ,2010,Maricopa County,1063.8,889.78,1953.58,119.75
AZ,2010,Mohave County,67.4,53.76,121.16,119.75
AZ,2010,Navajo County,53.76,7.9,61.66,119.75
AZ,2010,Pima County,269.5,35.93,305.43,119.75
AZ,2010,Pinal County,320.63,809.45,1130.08,119.75
AZ,2010,Santa Cruz County,17.44,0,17.44,119.75
AZ,2010,Yavapai County,73.33,18.96,92.29,119.75
AZ,2010,Yuma County,183.01,978.34,1161.35,119.75
AZ,2005,Apache County,26.69,8.55,35.24,119.75
AZ,2005,Cochise County,249.64,4.78,254.42,119.75
AZ,2005,Coconino County,17.85,30.14,47.99,119.75
AZ,2005,Gila County,27.4,0.63,28.03,119.75
AZ,2005,Graham County,74.8,98.12,172.92,119.75
AZ,2005,Greenlee County,15.53,16.02,31.55,119.75
AZ,2005,La Paz County,79.99,548.5,628.49,119.75
AZ,2005,Maricopa County,1184.12,782.87,1966.99,119.75
AZ,2005,Mohave County,71.91,66.73,138.64,119.75
AZ,2005,Navajo County,58.57,8.91,67.48,119.75
AZ,2005,Pima County,286.35,20.41,306.76,119.75
AZ,2005,Pinal County,699.13,590.06,1289.19,119.75
AZ,2005,Santa Cruz County,19.38,0,19.38,119.75
AZ,2005,Yavapai County,60.84,30.66,91.5,119.75
AZ,2005,Yuma County,174.26,991.86,1166.12,119.75
AZ,2000,Apache County,27.19,20.44,47.63,119.75
AZ,2000,Cochise County,231.31,1.96,233.27,119.75
AZ,2000,Coconino County,22.57,30.11,52.68,119.75
AZ,2000,Gila County,13.27,1.51,14.78,119.75
AZ,2000,Graham County,128.3,43.91,172.21,119.75
AZ,2000,Greenlee County,25.16,8.18,33.34,119.75
AZ,2000,La Paz County,289.39,589.62,879.01,119.75
AZ,2000,Maricopa County,1219.82,931.55,2151.37,119.75
AZ,2000,Mohave County,118.16,35.5,153.66,119.75
AZ,2000,Navajo County,68.62,1.34,69.96,119.75
AZ,2000,Pima County,283.83,16.55,300.38,119.75
AZ,2000,Pinal County,545.06,507.38,1052.44,119.75
AZ,2000,Santa Cruz County,21.77,0.89,22.66,119.75
AZ,2000,Yavapai County,70.85,11.55,82.4,119.75
AZ,2000,Yuma County,364.22,1099.14,1463.36,119.75
AZ,1995,Apache County,24.67,14.36,39.03,119.75
AZ,1995,Cochise County,227.76,6.2,233.96,119.75
AZ,1995,Coconino County,21.52,25.8,47.32,119.75
AZ,1995,Gila County,24.37,18.51,42.88,119.75
AZ,1995,Graham County,77.78,98.58,176.36,119.75
AZ,1995,Greenlee County,22.17,21.48,43.65,119.75
AZ,1995,La Paz County,21.41,607.18,628.59,119.75
AZ,1995,Maricopa County,1031.93,1360.11,2392.04,119.75
AZ,1995,Mohave County,138.27,2.05,140.32,119.75
AZ,1995,Navajo County,62.66,0.99,63.65,119.75
AZ,1995,Pima County,227.37,36.39,263.76,119.75
AZ,1995,Pinal County,499.84,762.33,1262.17,119.75
AZ,1995,Santa Cruz County,15.12,0.25,15.37,119.75
AZ,1995,Yavapai County,58.96,23.43,82.39,119.75
AZ,1995,Yuma County,390.92,1007.66,1398.58,119.75
AZ,1990,Apache County,99.93,226.54,326.46,119.75
AZ,1990,Cochise County,99.93,226.54,326.46,119.75
AZ,1990,Coconino County,99.93,226.54,326.46,119.75
AZ,1990,Gila County,99.93,226.54,326.46,119.75
AZ,1990,Graham County,99.93,226.54,326.46,119.75
AZ,1990,Greenlee County,99.93,226.54,326.46,119.75
AZ,1990,La Paz County,99.93,226.54,326.46,119.75
AZ,1990,Maricopa County,99.93,226.54,326.46,119.75
AZ,1990,Mohave County,99.93,226.54,326.46,119.75
AZ,1990,Navajo County,99.93,226.54,326.46,119.75
AZ,1990,Pima County,99.93,226.54,326.46,119.75
AZ,1990,Pinal County,99.93,226.54,326.46,119.75
AZ,1990,Santa Cruz County,99.93,226.54,326.46,119.75
AZ,1990,Yavapai County,99.93,226.54,326.46,119.75
AZ,1990,Yuma County,99.93,226.54,326.46,119.75
AZ,1985,Apache County,99.93,226.54,326.46,119.75
AZ,1985,Cochise County,99.93,226.54,326.46,119.75
AZ,1985,Coconino County,99.93,226.54,326.46,119.75
AZ,1985,Gila County,99.93,226.54,326.46,119.75
AZ,1985,Graham County,99.93,226.54,326.46,119.75
AZ,1985,Greenlee County,99.93,226.54,326.46,119.75
AZ,1985,La Paz County,99.93,226.54,326.46,119.75
AZ,1985,Maricopa County,99.93,226.54,326.46,119.75
AZ,1985,Mohave County,99.93,226.54,326.46,119.75
AZ,1985,Navajo County,99.93,226.54,326.46,119.75
AZ,1985,Pima County,99.93,226.54,326.46,119.75
AZ,1985,Pinal County,99.93,226.54,326.46,119.75
AZ,1985,Santa Cruz County,99.93,226.54,326.46,119.75
AZ,1985,Yavapai County,99.93,226.54,326.46,119.75
AZ,1985,Yuma County,99.93,226.54,326.46,119.75
CA,2015,Alameda County,35.12,149.09,184.21,9.37
CA,2010,Alameda County,46.13,208.76,254.89,119.75
CA,2005,Alameda County,64.48,107.28,171.76,119.75
CA,2000,Alameda County,49.38,208.17,257.55,119.75
CA,1995,Alameda County,44.36,192.67,237.03,119.75
CA,1990,Alameda County,99.93,226.54,326.46,119.75
CA,1985,Alameda County,99.93,226.54,326.46,119.75
CA,2015,Alpine County,6.91,2.94,9.85,6.99
CA,2010,Alpine County,0.12,4.35,4.47,119.75
CA,2005,Alpine County,0.03,15.08,15.11,119.75
CA,2000,Alpine County,3.53,11.6,15.13,119.75
CA,1995,Alpine County,5.5,18.18,23.68,119.75
CA,1990,Alpine County,99.93,226.54,326.46,119.75
CA,1985,Alpine County,99.93,226.54,326.46,119.75
CA,2015,Amador County,17.3,23.36,40.66,17.37
CA,2010,Amador County,7.67,24.7,32.37,119.75
CA,2005,Amador County,4.04,20.02,24.06,119.75
CA,2000,Amador County,18.89,13.28,32.17,119.75
CA,1995,Amador County,12.37,14.4,26.77,119.75
CA,1990,Amador County,99.93,226.54,326.46,119.75
CA,1985,Amador County,99.93,226.54,326.46,119.75
CA,2015,Butte County,764.75,47.15,811.9,591.87
CA,2010,Butte County,293.28,422.05,715.33,119.75
CA,2005,Butte County,308.59,481.35,789.94,119.75
CA,2000,Butte County,337.06,740.92,1077.98,119.75
CA,1995,Butte County,304.66,653.07,957.73,119.75
CA,1990,Butte County,99.93,226.54,326.46,119.75
CA,1985,Butte County,99.93,226.54,326.46,119.75
CA,2015,Calaveras County,7.38,9.63,17.01,7.45
CA,2010,Calaveras County,3.26,20.13,23.39,119.75
CA,2005,Calaveras County,7.4,9.89,17.29,119.75
CA,2000,Calaveras County,3.83,13.41,17.24,119.75
CA,1995,Calaveras County,3.85,10.87,14.72,119.75
CA,1990,Calaveras County,99.93,226.54,326.46,119.75
CA,1985,Calaveras County,99.93,226.54,326.46,119.75
CA,2015,Colusa County,640.09,59.28,699.37,556.9
CA,2010,Colusa County,130.76,704.26,835.02,119.75
CA,2005,Colusa County,140.01,776.28,916.29,119.75
CA,2000,Colusa County,286.99,626.58,913.57,119.75
CA,1995,Colusa County,329.02,720.11,1049.13,119.75
CA,1990,Colusa County,99.93,226.54,326.46,119.75
CA,1985,Colusa County,99.93,226.54,326.46,119.75
CA,2015,Contra Costa County,30.73,226.04,256.77,76.24
CA,2010,Contra Costa County,20.93,281.8,302.73,119.75
CA,2005,Contra Costa County,58.07,1621.05,1679.12,119.75
CA,2000,Contra Costa County,39.3,1202.83,1242.13,119.75
CA,1995,Contra Costa County,138.96,746.08,885.04,119.75
CA,1990,Contra Costa County,99.93,226.54,326.46,119.75
CA,1985,Contra Costa County,99.93,226.54,326.46,119.75
CA,2015,Del Norte County,14.21,5.34,19.55,12.75
CA,2010,Del Norte County,12.94,0.73,13.67,119.75
CA,2005,Del Norte County,5.31,3.71,9.02,119.75
CA,2000,Del Norte County,10.86,10.96,21.82,119.75
CA,1995,Del Norte County,10.15,9.57,19.72,119.75
CA,1990,Del Norte County,99.93,226.54,326.46,119.75
CA,1985,Del Norte County,99.93,226.54,326.46,119.75
CA,2015,El Dorado County,26.84,31.63,58.47,22.01
CA,2010,El Dorado County,12.68,43.05,55.73,119.75
CA,2005,El Dorado County,22.02,23.99,46.01,119.75
CA,2000,El Dorado County,12.12,43.03,55.15,119.75
CA,1995,El Dorado County,12.54,61.25,73.79,119.75
CA,1990,El Dorado County,99.93,226.54,326.46,119.75
CA,1985,El Dorado County,99.93,226.54,326.46,119.75
CA,2015,Fresno County,1002.34,821.83,1824.17,1267.16
CA,2010,Fresno County,928.31,1884.93,2813.24,119.75
CA,2005,Fresno County,868.29,2391.93,3260.22,119.75
CA,2000,Fresno County,1857.16,1887.83,3744.99,119.75
CA,1995,Fresno County,1754.11,1799.77,3553.88,119.75
CA,1990,Fresno County,99.93,226.54,326.46,119.75
CA,1985,Fresno County,99.93,226.54,326.46,119.75
CA,2015,Glenn County,633.63,33.02,666.65,522.49
CA,2010,Glenn County,231.1,375.53,606.63,119.75
CA,2005,Glenn County,278.77,462.43,741.2,119.75
CA,2000,Glenn County,234.08,449.67,683.75,119.75
CA,1995,Glenn County,289.05,559.31,848.36,119.75
CA,1990,Glenn County,99.93,226.54,326.46,119.75
CA,1985,Glenn County,99.93,226.54,326.46,119.75
CA,2015,Humboldt County,54.3,20.28,74.58,45.93
CA,2010,Humboldt County,41.9,72.08,113.98,119.75
CA,2005,Humboldt County,46.28,90.9,137.18,119.75
CA,2000,Humboldt County,59.1,93.73,152.83,119.75
CA,1995,Humboldt County,86.04,113.48,199.52,119.75
CA,1990,Humboldt County,99.93,226.54,326.46,119.75
CA,1985,Humboldt County,99.93,226.54,326.46,119.75
CA,2015,Imperial County,1331.6,586.72,1918.32,1362.7
CA,2010,Imperial County,36.35,1132.89,1169.24,119.75
CA,2005,Imperial County,40.76,2104.18,2144.94,119.75
CA,2000,Imperial County,104.02,2782.59,2886.61,119.75
CA,1995,Imperial County,93.84,2514.76,2608.6,119.75
CA,1990,Imperial County,99.93,226.54,326.46,119.75
CA,1985,Imperial County,99.93,226.54,326.46,119.75
CA,2015,Inyo County,46.3,15.69,61.99,16.7
CA,2010,Inyo County,79.6,31.97,111.57,119.75
CA,2005,Inyo County,51.93,28.5,80.43,119.75
CA,2000,Inyo County,85.72,35.15,120.87,119.75
CA,1995,Inyo County,71.86,77.56,149.42,119.75
CA,1990,Inyo County,99.93,226.54,326.46,119.75
CA,1985,Inyo County,99.93,226.54,326.46,119.75
CA,2015,Kern County,1722.57,194.97,1917.54,1281.54
CA,2010,Kern County,1061.79,1098.1,2159.89,119.75
CA,2005,Kern County,1143.42,1520.13,2663.55,119.75
CA,2000,Kern County,1626.09,1258.85,2884.94,119.75
CA,1995,Kern County,1406.31,1108.47,2514.78,119.75
CA,1990,Kern County,99.93,226.54,326.46,119.75
CA,1985,Kern County,99.93,226.54,326.46,119.75
CA,2015,Kings County,638.25,47.07,685.32,482.53
CA,2010,Kings County,542.11,756.74,1298.85,119.75
CA,2005,Kings County,545.11,835.32,1380.43,119.75
CA,2000,Kings County,822.07,714.02,1536.09,119.75
CA,1995,Kings County,758.79,654.65,1413.44,119.75
CA,1990,Kings County,99.93,226.54,326.46,119.75
CA,1985,Kings County,99.93,226.54,326.46,119.75
CA,2015,Lake County,45.26,17.48,62.74,44.85
CA,2010,Lake County,35.71,15.14,50.85,119.75
CA,2005,Lake County,27.16,18.06,45.22,119.75
CA,2000,Lake County,40.15,11.84,51.99,119.75
CA,1995,Lake County,51.54,12.03,63.57,119.75
CA,1990,Lake County,99.93,226.54,326.46,119.75
CA,1985,Lake County,99.93,226.54,326.46,119.75
CA,2015,Lassen County,68.06,44.08,112.14,66.17
CA,2010,Lassen County,65.51,137.1,202.61,119.75
CA,2005,Lassen County,79.93,166.94,246.87,119.75
CA,2000,Lassen County,193.17,292.13,485.3,119.75
CA,1995,Lassen County,122.53,178.32,300.85,119.75
CA,1990,Lassen County,99.93,226.54,326.46,119.75
CA,1985,Lassen County,99.93,226.54,326.46,119.75
CA,2015,Los Angeles County,732.35,1208.16,1940.51,28.98
CA,2010,Los Angeles County,890.07,2173.94,3064.01,119.75
CA,2005,Los Angeles County,487.69,3323.37,3811.06,119.75
CA,2000,Los Angeles County,862.11,4502.77,5364.88,119.75
CA,1995,Los Angeles County,755.25,3391.32,4146.57,119.75
CA,1990,Los Angeles County,99.93,226.54,326.46,119.75
CA,1985,Los Angeles County,99.93,226.54,326.46,119.75
CA,2015,Madera County,781.75,20.34,802.09,621.07
CA,2010,Madera County,383.11,365.6,748.71,119.75
CA,2005,Madera County,394.33,440.46,834.79,119.75
CA,2000,Madera County,319.2,674.18,993.38,119.75
CA,1995,Madera County,313.83,667.13,980.96,119.75
CA,1990,Madera County,99.93,226.54,326.46,119.75
CA,1985,Madera County,99.93,226.54,326.46,119.75
CA,2015,Marin County,30.09,40.75,70.84,35.23
CA,2010,Marin County,8.52,34.33,42.85,119.75
CA,2005,Marin County,4.15,32.61,36.76,119.75
CA,2000,Marin County,17.73,26.75,44.48,119.75
CA,1995,Marin County,2.08,38.89,40.97,119.75
CA,1990,Marin County,99.93,226.54,326.46,119.75
CA,1985,Marin County,99.93,226.54,326.46,119.75
CA,2015,Mariposa County,13.72,5.95,19.67,13.32
CA,2010,Mariposa County,4.43,0.89,5.32,119.75
CA,2005,Mariposa County,4.69,4.55,9.24,119.75
CA,2000,Mariposa County,3.21,3.22,6.43,119.75
CA,1995,Mariposa County,3.65,4.67,8.32,119.75
CA,1990,Mariposa County,99.93,226.54,326.46,119.75
CA,1985,Mariposa County,99.93,226.54,326.46,119.75
CA,2015,Mendocino County,56.66,26.6,83.26,57.52
CA,2010,Mendocino County,38.06,43.47,81.53,119.75
CA,2005,Mendocino County,23,35.11,58.11,119.75
CA,2000,Mendocino County,25.23,31.4,56.63,119.75
CA,1995,Mendocino County,27.01,25.55,52.56,119.75
CA,1990,Mendocino County,99.93,226.54,326.46,119.75
CA,1985,Mendocino County,99.93,226.54,326.46,119.75
CA,2015,Merced County,734.98,357.35,1092.33,745.48
CA,2010,Merced County,462.91,1031.76,1494.67,119.75
CA,2005,Merced County,447.77,1177.13,1624.9,119.75
CA,2000,Merced County,638.98,1241.08,1880.06,119.75
CA,1995,Merced County,567.51,1120.92,1688.43,119.75
CA,1990,Merced County,99.93,226.54,326.46,119.75
CA,1985,Merced County,99.93,226.54,326.46,119.75
CA,2015,Modoc County,122.22,51.47,173.69,128.99
CA,2010,Modoc County,65.07,196.46,261.53,119.75
CA,2005,Modoc County,78.08,235.74,313.82,119.75
CA,2000,Modoc County,81.61,158.93,240.54,119.75
CA,1995,Modoc County,144.23,284.77,429,119.75
CA,1990,Modoc County,99.93,226.54,326.46,119.75
CA,1985,Modoc County,99.93,226.54,326.46,119.75
CA,2015,Mono County,41.84,29.13,70.97,44.11
CA,2010,Mono County,53.25,176.46,229.71,119.75
CA,2005,Mono County,48.48,162.66,211.14,119.75
CA,2000,Mono County,77.94,115.02,192.96,119.75
CA,1995,Mono County,90.08,131.35,221.43,119.75
CA,1990,Mono County,99.93,226.54,326.46,119.75
CA,1985,Mono County,99.93,226.54,326.46,119.75
CA,2015,Monterey County,168.87,211.33,380.2,135.06
CA,2010,Monterey County,536.74,8.8,545.54,119.75
CA,2005,Monterey County,435.3,693.89,1129.19,119.75
CA,2000,Monterey County,800.72,981.01,1781.73,119.75
CA,1995,Monterey County,567.76,727.33,1295.09,119.75
CA,1990,Monterey County,99.93,226.54,326.46,119.75
CA,1985,Monterey County,99.93,226.54,326.46,119.75
CA,2015,Napa County,80.76,46.46,127.22,87.71
CA,2010,Napa County,57.77,39.09,96.86,119.75
CA,2005,Napa County,24.35,27.4,51.75,119.75
CA,2000,Napa County,20.9,60.17,81.07,119.75
CA,1995,Napa County,16.58,50.72,67.3,119.75
CA,1990,Napa County,99.93,226.54,326.46,119.75
CA,1985,Napa County,99.93,226.54,326.46,119.75
CA,2015,Nevada County,40.81,22.75,63.56,36.95
CA,2010,Nevada County,10.82,37.87,48.69,119.75
CA,2005,Nevada County,21.33,67.55,88.88,119.75
CA,2000,Nevada County,11.45,36.86,48.31,119.75
CA,1995,Nevada County,9.14,31.61,40.75,119.75
CA,1990,Nevada County,99.93,226.54,326.46,119.75
CA,1985,Nevada County,99.93,226.54,326.46,119.75
CA,2015,Orange County,321.33,242.44,563.77,9.6
CA,2010,Orange County,328.64,436.75,765.39,119.75
CA,2005,Orange County,77.25,640.35,717.6,119.75
CA,2000,Orange County,312.81,410.61,723.42,119.75
CA,1995,Orange County,420.69,247.9,668.59,119.75
CA,1990,Orange County,99.93,226.54,326.46,119.75
CA,1985,Orange County,99.93,226.54,326.46,119.75
CA,2015,Placer County,97.93,98.32,196.25,102.21
CA,2010,Placer County,32.02,159.2,191.22,119.75
CA,2005,Placer County,60.96,148.23,209.19,119.75
CA,2000,Placer County,37.6,151.4,189,119.75
CA,1995,Placer County,49.29,150.94,200.23,119.75
CA,1990,Placer County,99.93,226.54,326.46,119.75
CA,1985,Placer County,99.93,226.54,326.46,119.75
CA,2015,Plumas County,75.64,31.45,107.09,76.26
CA,2010,Plumas County,26.48,92.25,118.73,119.75
CA,2005,Plumas County,17.54,61.73,79.27,119.75
CA,2000,Plumas County,12.38,42.93,55.31,119.75
CA,1995,Plumas County,24.73,105.38,130.11,119.75
CA,1990,Plumas County,99.93,226.54,326.46,119.75
CA,1985,Plumas County,99.93,226.54,326.46,119.75
CA,2015,Riverside County,879.92,344.49,1224.41,570.79
CA,2010,Riverside County,494.47,604.79,1099.26,119.75
CA,2005,Riverside County,331.36,926.09,1257.45,119.75
CA,2000,Riverside County,449.54,1238.58,1688.12,119.75
CA,1995,Riverside County,384.91,1047.48,1432.39,119.75
CA,1990,Riverside County,99.93,226.54,326.46,119.75
CA,1985,Riverside County,99.93,226.54,326.46,119.75
CA,2015,Sacramento County,560.16,314.02,874.18,336.67
CA,2010,Sacramento County,315.02,366.04,681.06,119.75
CA,2005,Sacramento County,365.59,408.74,774.33,119.75
CA,2000,Sacramento County,303.41,479.93,783.34,119.75
CA,1995,Sacramento County,346.55,529.53,876.08,119.75
CA,1990,Sacramento County,99.93,226.54,326.46,119.75
CA,1985,Sacramento County,99.93,226.54,326.46,119.75
CA,2015,San Benito County,19.15,6.85,26,12.54
CA,2010,San Benito County,62.55,22.89,85.44,119.75
CA,2005,San Benito County,41.07,28.37,69.44,119.75
CA,2000,San Benito County,82.54,10.17,92.71,119.75
CA,1995,San Benito County,77.99,9.51,87.5,119.75
CA,1990,San Benito County,99.93,226.54,326.46,119.75
CA,1985,San Benito County,99.93,226.54,326.46,119.75
CA,2015,San Bernardino County,363.32,94.06,457.38,46.47
CA,2010,San Bernardino County,545.21,114.21,659.42,119.75
CA,2005,San Bernardino County,259.56,326.53,586.09,119.75
CA,2000,San Bernardino County,416.37,236.2,652.57,119.75
CA,1995,San Bernardino County,421.77,196.23,618,119.75
CA,1990,San Bernardino County,99.93,226.54,326.46,119.75
CA,1985,San Bernardino County,99.93,226.54,326.46,119.75
CA,2015,San Diego County,109.98,507.85,617.83,98.1
CA,2010,San Diego County,86.4,2731.79,2818.19,119.75
CA,2005,San Diego County,106.45,3978.63,4085.08,119.75
CA,2000,San Diego County,60.09,4333.78,4393.87,119.75
CA,1995,San Diego County,60.37,3108.21,3168.58,119.75
CA,1990,San Diego County,99.93,226.54,326.46,119.75
CA,1985,San Diego County,99.93,226.54,326.46,119.75
CA,2015,San Francisco County,2.62,65.75,68.37,0.44
CA,2010,San Francisco County,1.99,91.5,93.49,119.75
CA,2005,San Francisco County,7.93,1660.39,1668.32,119.75
CA,2000,San Francisco County,2.4,250.54,252.94,119.75
CA,1995,San Francisco County,6.64,556.28,562.92,119.75
CA,1990,San Francisco County,99.93,226.54,326.46,119.75
CA,1985,San Francisco County,99.93,226.54,326.46,119.75
CA,2015,San Joaquin County,759.53,577.31,1336.84,931.19
CA,2010,San Joaquin County,559.35,1194.02,1753.37,119.75
CA,2005,San Joaquin County,459.76,1023.78,1483.54,119.75
CA,2000,San Joaquin County,775.72,970.32,1746.04,119.75
CA,1995,San Joaquin County,806.07,1010.72,1816.79,119.75
CA,1990,San Joaquin County,99.93,226.54,326.46,119.75
CA,1985,San Joaquin County,99.93,226.54,326.46,119.75
CA,2015,San Luis Obispo County,78.44,2024.73,2103.17,66.51
CA,2010,San Luis Obispo County,188.54,2390.6,2579.14,119.75
CA,2005,San Luis Obispo County,146.05,2628.05,2774.1,119.75
CA,2000,San Luis Obispo County,187.54,2923.17,3110.71,119.75
CA,1995,San Luis Obispo County,154.18,2549.17,2703.35,119.75
CA,1990,San Luis Obispo County,99.93,226.54,326.46,119.75
CA,1985,San Luis Obispo County,99.93,226.54,326.46,119.75
CA,2015,San Mateo County,22.66,70.32,92.98,17.94
CA,2010,San Mateo County,11.93,81.15,93.08,119.75
CA,2005,San Mateo County,53.91,97.21,151.12,119.75
CA,2000,San Mateo County,13.23,89.63,102.86,119.75
CA,1995,San Mateo County,49.2,62.27,111.47,119.75
CA,1990,San Mateo County,99.93,226.54,326.46,119.75
CA,1985,San Mateo County,99.93,226.54,326.46,119.75
CA,2015,Santa Barbara County,75.46,45.08,120.54,45.38
CA,2010,Santa Barbara County,210.19,54.06,264.25,119.75
CA,2005,Santa Barbara County,208.19,31.43,239.62,119.75
CA,2000,Santa Barbara County,324.5,102.32,426.82,119.75
CA,1995,Santa Barbara County,259.96,65.77,325.73,119.75
CA,1990,Santa Barbara County,99.93,226.54,326.46,119.75
CA,1985,Santa Barbara County,99.93,226.54,326.46,119.75
CA,2005,Santa Clara County,72.55,223.54,296.09,119.75
CA,1995,Santa Clara County,241.51,108.78,350.29,119.75
CA,2015,Santa Clara County,88.56,129.88,218.44,9.15
CA,2010,Santa Clara County,140.85,157.37,298.22,119.75
CA,2000,Santa Clara County,151.64,190.76,342.4,119.75
CA,1990,Santa Clara County,99.93,226.54,326.46,119.75
CA,1985,Santa Clara County,99.93,226.54,326.46,119.75
